dup_id,chosen,alternatives
dup:335bc33a260d,"
<SURNAME/>你知道合体魔法吗？<pause:15/>
<SURNAME/>使用它时，偶尔Persona
<SURNAME/>会发生突变。","
<SURNAME/>合体魔法之事，您知晓吗?<pause:15/>
<SURNAME/>使用此，偶尔Persona
<SURNAME/>会发生突然变异呢。"
dup:0f8c312a9511,"
<SURNAME/>那可能是基本能力提升，
<SURNAME/>或是习得新魔法，但其中
<SURNAME/>也有蜕变为其他Persona的情况。","
<SURNAME/>那可能是基本能力的提升，
<SURNAME/>或是习得魔法，但有时
<SURNAME/>也会蜕变成另一个Persona。"
dup:7347346c3ef1,"
<SURNAME/>不过，这种情况下，需要我的帮助，
<SURNAME/>所以当Persona发生这种变化时，
<SURNAME/>请来我这里。","
<SURNAME/>不过，这需要我的帮助，
<SURNAME/>所以当Persona发生这种变化时，
<SURNAME/>请来我这里。"
dup:f1db268b54fc,"
<SURNAME/>当然，
<SURNAME/>并非必须进行变异，
<SURNAME/>这并非强制。","
<SURNAME/>当然，
<SURNAME/>并非必须使其变异
<SURNAME/>不可。"
dup:48930f450364,"
<SURNAME/>变异后的Persona会回到等级1，
<SURNAME/>所以是否进行变异，
<SURNAME/>请你们自行判断。","
<SURNAME/>变异后的Persona会
<SURNAME/>回到等级1，所以是否变异，
<SURNAME/>请你们自行判断。"
dup:2cf65ecf0bf9,"
<SURNAME/>对了，<pause:15/>如果变异后的Persona与已有的相同，
<SURNAME/>有时无法进行变异，
<SURNAME/>所以需要注意。","
<SURNAME/>对了，<pause:15/>如果变异后的Persona
<SURNAME/>已经存在相同Persona，
<SURNAME/>有时无法变异，请注意。"
dup:84fbb70a198f,"
<SURNAME/>欢迎来到天鹅绒房间。
<SURNAME/>今天，有何贵干？","
<SURNAME/>欢迎来到天鹅绒房间。
<SURNAME/>今天有何贵干？ || 
<SURNAME/>欢迎来到天鹅绒房间。
<SURNAME/>今日，有何贵干呢?"
dup:59f53515be2e,"
<SURNAME/>塔罗牌是心灵的雏形。心转动人的命运。<pause:30/>
<SURNAME/>那么，有什么想让我画的吗？","
<SURNAME/>塔罗是心灵的雏形。心转动人的命运。<pause:30/>
<SURNAME/>那么，想让我画些什么吗？"
dup:3b0383fdcbba,\n<SURNAME/><c13/>！！\n<SURNAME/>快点逃吧！！\n<SURNAME/>会变成烤牛肉的啦——！！\n,"
<SURNAME/><c13/>！！
<SURNAME/>快点逃吧！！
<SURNAME/>会变成烤牛肉的啦——！！
"
dup:ca78a1034fa9,\n<SURNAME/>说得对！\n<SURNAME/>我怎么能以见习生的身份死掉呢！！\n<SURNAME/>再说了，我还有…没传达的事情呢！！\n,"
<SURNAME/>说得对！
<SURNAME/>我怎么能以见习生的身份死掉呢！！
<SURNAME/>再说了，我还有…没传达的事情呢！！
"
dup:c2dd5f835586,\n<SURNAME/><c1d:9/>里面只有定时点火装置。<c1d:1/>\n,"
<SURNAME/><c1d:9/>只是装着定时点火装置而已。<c1d:1/>
 || 
<SURNAME/><c1d:9/>只有定时点火装置。<c1d:1/>
 || 
<SURNAME/><c1d:9/>只有定时点火装置在里面。<c1d:1/>
 || 
<SURNAME/><c1d:9/>里面只有定时点火装置。<c1d:1/>
"
dup:c345810c6ebb,危险加尔拉,危险风暴
dup:a07e63b68347,罗宾古德费洛,罗宾好人
dup:7b1d6529581a,"
<SURNAME/><c1d:9/>空无一物。<c1d:1/>","
<SURNAME/><c1d:9/>什么都没有。<c1d:1/>
"
dup:dd15ea4c569f,波尔代热斯,骚灵
dup:3fc295b11d73,"
<SURNAME/>那么，为汝占卜之。<pause:15/>
<SURNAME/>阿姆阿姆阿姆…罗伊斯卡罗高级…<pause:15/>
<SURNAME/>水晶啊，映出此者之未来为佳…","
<SURNAME/>那么，为汝占卜。<pause:15/>
<SURNAME/>阿姆阿姆阿姆…罗伊斯卡罗高级…<pause:15/>
<SURNAME/>水晶啊，映出此人之未来为佳… || 
<SURNAME/>那么，让吾为汝占卜吧。<pause:15/>
<SURNAME/>嗯嗯嗯…路易斯·卡罗尔高级版…<pause:15/>
<SURNAME/>水晶啊，映出此人的未来吧…"
dup:7ba94a683271,"
<SURNAME/>胜利与达成…<pause:15/>此牌意指汝之金运UP。
<SURNAME/><pause:15/>此后片刻，汝之怀
<SURNAME/>将暖，可尽情豪游矣。","
<SURNAME/>胜利与达成…<pause:15/>此牌预示汝之金运UP，
<SURNAME/>意味于此。<pause:15/>此后片刻，汝之囊中
<SURNAME/>将暖，安享奢华可期。 || 
<SURNAME/>胜利与达成…<pause:15/>这张卡片意味着你的财运上升。<pause:15/>
<SURNAME/>此后一段时间，你的腰包会暖意融融，
<SURNAME/>可以轻松大手大脚地享受了。"
dup:f9e64ae3a54a,"
<SURNAME/>嗯…看见了…<pause:15/>此水晶映出
<SURNAME/>你的结局…嗯…<pause:15/>
<SURNAME/>这是…<pause:15/>The<SURNAME/>reason…","
<SURNAME/>嗯…看到了…<pause:15/>在这个水晶中，你的未来
<SURNAME/>映照出来…嗯…<pause:15/>
<SURNAME/>这是…<pause:15/>The<SURNAME/>reason… || 
<SURNAME/>嗯…看见了…<pause:15/>这水晶中，汝之结局
<SURNAME/>已映出…嗯…<pause:15/>
<SURNAME/>这是…<pause:15/>The<SURNAME/>reason…"
dup:5300058b230a,"
<SURNAME/>洞察力与知识之获得…<pause:15/>此牌意指取得经验值UP
<SURNAME/>。<pause:15/>此后片刻，
<SURNAME/>集中力增，可学更多事矣。","
<SURNAME/>洞察力与知识获取…<pause:15/>这张卡片意味着获得经验值上升。<pause:15/>
<SURNAME/>此后一段时间，专注力增强，
<SURNAME/>能学到更多东西。 || 
<SURNAME/>洞察力与知识获得…<pause:15/>此牌预示取得经验值UP，
<SURNAME/>意味于此。<pause:15/>此后片刻，
<SURNAME/>专注力增，可学更多。"
dup:81d27391d9b6,"
<SURNAME/>嗯…看见了…<pause:15/>此水晶映出
<SURNAME/>你的结局…嗯…<pause:15/>
<SURNAME/>这是…<pause:15/>The<SURNAME/>magician…","
<SURNAME/>嗯…看到了…<pause:15/>在这个水晶中，你的未来
<SURNAME/>映照出来…嗯…<pause:15/>
<SURNAME/>这是…<pause:15/>The<SURNAME/>magician… || 
<SURNAME/>嗯…看见了…<pause:15/>这水晶中，汝之结局
<SURNAME/>已映出…嗯…<pause:15/>
<SURNAME/>这是…<pause:15/>The<SURNAME/>magician…"
dup:44fc740cbfb4,"
<SURNAME/>此后片刻，汝之积极态度，
<SURNAME/>将唤起新感情萌芽与意志沟通，任何
<SURNAME/>谈判皆可圆滑推进矣。","
<SURNAME/>从今往后一段时间，汝的积极态度，
<SURNAME/>将唤起新感情的萌芽和意志的沟通，任何
<SURNAME/>交涉都能顺利推进吧。 || 
<SURNAME/>此后片刻，汝之积极态度，
<SURNAME/>将唤起新情愫与意志相通，任何
<SURNAME/>谈判皆可顺畅推进。"
dup:5f10707e3c1d,"
<SURNAME/>命运…<pause:15/>此牌意指汝之运気向上。
<SURNAME/><pause:15/>此后片刻，受幸运眷顾，
<SURNAME/>可度幸福之日矣。","
<SURNAME/>命运…<pause:15/>此卡预示汝之运势上升。<pause:15/>
<SURNAME/>从今往后，你将受幸运眷顾，
<SURNAME/>度过幸福时光。 || 
<SURNAME/>命运…<pause:15/>这张卡片意味着你的运气提升。<pause:15/>
<SURNAME/>此后一段时间，将受幸运眷顾，
<SURNAME/>能够度过幸福的日子。"
dup:fd2e3e6559fc,"
<SURNAME/>嗯…可见…<pause:15/>此水晶中，汝之行末
<SURNAME/>映出矣…嗯…<pause:15/>
<SURNAME/>此乃…<pause:15/>节制…","
<SURNAME/>唔…看到了…<pause:15/>在这水晶中，映出了你的未来…唔…<pause:15/>
<SURNAME/>这是…<pause:15/>节制… || 
<SURNAME/>嗯…看见了…<pause:15/>在这水晶中，汝的结局
<SURNAME/>映现出来…嗯…<pause:15/>
<SURNAME/>这是…<pause:15/>节制…"
dup:18270b879da4,"
<SURNAME/>静寂…<pause:15/>此牌意指，汝日复一日
<SURNAME/>度平凡时光。<pause:15/>
<SURNAME/>无甚好亦无甚坏…然此乃重要之事","
<SURNAME/>静寂…<pause:15/>此卡意味着，尔将如常度过
<SURNAME/>平凡时光。<pause:15/>
<SURNAME/>无甚可圈可点…然此乃重要之事 || 
<SURNAME/>静寂…<pause:15/>此卡意味着，汝将日复一日
<SURNAME/>度过平凡的时光。<pause:15/>
<SURNAME/>无可无不可…但那也是重要的事啊"
dup:9aec0d13f390,"
<SURNAME/>死与再生…<pause:15/>此牌意指，汝之运気下降。
<SURNAME/><pause:15/>此后片刻，为运所弃，
<SURNAME/>将度不幸之日矣。","
<SURNAME/>死与再生…<pause:15/>这张卡片意味着你的运气下降。<pause:15/>
<SURNAME/>此后一段时间，将被好运抛弃，
<SURNAME/>度过不幸的日子吧。 || 
<SURNAME/>死亡与重生…<pause:15/>此卡预示汝之运势下降。<pause:15/>
<SURNAME/>从今往后，你将失去运气，
<SURNAME/>度过不幸时光。"
dup:489915ff4db6,"
<SURNAME/>失乐…<pause:15/>此牌意指突然之别离。<pause:15/>
<SURNAME/>此后片刻，命运齿轮将二人分离，
<SURNAME/>任何谈判皆将受阻矣。","
<SURNAME/>失乐…<pause:15/>此卡意味着突然离别。<pause:15/>
<SURNAME/>从今往后，命运之轮将二人分离，
<SURNAME/>任何交涉皆将受阻。 || 
<SURNAME/>失乐…<pause:15/>此牌预示骤然而至的别离。<pause:15/>
<SURNAME/>此后命运之轮将令二人分离，
<SURNAME/>诸般交涉皆将受阻。"
dup:8db2d9e8ed89,"
<SURNAME/>嗯…看见了…<pause:15/>此水晶映出
<SURNAME/>你的结局…嗯…<pause:15/>
<SURNAME/>这是…<pause:15/>The<SURNAME/>moon…","
<SURNAME/>唔…看到了…<pause:15/>在这水晶中，映出了你的未来…唔…<pause:15/>
<SURNAME/>这是…<pause:15/>月亮… || 
<SURNAME/>嗯…看到了…<pause:15/>这水晶中映照出
<SURNAME/>你的未来…嗯…<pause:15/>
<SURNAME/>这是…<pause:15/>The<SURNAME/>moon…"
dup:e632400ff2d9,"
<SURNAME/>狂気…<pause:15/>此牌意指取得经验值Down。
<SURNAME/><pause:15/>此后片刻，胸中不宁
<SURNAME/>注意力散漫，<pause:15/>所学亦少矣。","
<SURNAME/>疯狂…<pause:15/>此卡预示经验值获取下降。<pause:15/>
<SURNAME/>从今往后，你将心神不宁，
<SURNAME/>注意力涣散，<pause:15/>所学甚少。 || 
<SURNAME/>疯狂…<pause:15/>这张卡片意味着获得经验值下降。<pause:15/>
<SURNAME/>此后一段时间，心中无法平静，
<SURNAME/>注意力涣散，<pause:15/>能学到的东西也会减少吧。"
dup:ef0a352cf4c4,"
<SURNAME/>嗯…我看见了…<pause:15/>在这水晶中，你的未来
<SURNAME/>映照出来…嗯…<pause:15/>
<SURNAME/>这是…<pause:15/>自我…<pause:15/>人的业障，自制心的薄弱…","
<SURNAME/>唔…看到了…<pause:15/>在这水晶中，映出了你的未来…唔…<pause:15/>
<SURNAME/>这是…<pause:15/>自我…<pause:15/>人之业，自制心衰退… || 
<SURNAME/>嗯…看到了…<pause:15/>这水晶中映照出
<SURNAME/>你的未来…嗯…<pause:15/>
<SURNAME/>这是…<pause:15/>Ego…<pause:15/>人心业障，自制崩坏…"
dup:765a40164b7a,"
<SURNAME/>这张牌预示你的财运下降。<pause:15/>
<SURNAME/>从今往后，你的钱包会变薄，
<SURNAME/>被迫过穷日子挨饿受苦。","
<SURNAME/>此卡意味着尔之财运下降。<pause:15/>
<SURNAME/>从今往后，囊中将羞涩，
<SURNAME/>贫苦度日，饱受饥馑之苦。 || 
<SURNAME/>此牌预示财运衰败。<pause:15/>
<SURNAME/>此后囊中羞涩，
<SURNAME/>贫寒度日饥肠辘辘。"
dup:05cb7d6443e9,"
<SURNAME/>您好，欢迎光临。
<SURNAME/>今天您想找什么样的香味呢？","
<SURNAME/>欢迎光临。
<SURNAME/>今日您需要何种芬芳？ || 
<SURNAME/>欢迎光临。
<SURNAME/>今日想寻何种香气?"
dup:74df8cf3e64c,"
<SURNAME/>哎呀…<pause:15/>
<SURNAME/>各位，似乎没有受伤，非常健康呢。<pause:15/>
<SURNAME/>应该不需要治疗吧。","
<SURNAME/>哎呀…<pause:15/>
<SURNAME/>各位似乎毫发无伤、健康得很。<pause:15/>
<SURNAME/>无需治疗呢。 || 
<SURNAME/>哎呀…<pause:15/>
<SURNAME/>诸位毫发无伤健康得很呢。<pause:15/>
<SURNAME/>无需治疗。"
dup:01ad6b8f612a,"
<SURNAME/>好的，那么…
<SURNAME/>各位一共1200日元…","
<SURNAME/>好的，那么…
<SURNAME/>共计1200日元… || 
<SURNAME/>好的，那么…
<SURNAME/>各位需支付1200日元…"
dup:3fc6f3e3ca32,"
<SURNAME/>没关系。
<SURNAME/>各位已经很健康了哦。","
<SURNAME/>不必了。
<SURNAME/>诸位已十分康健。"
dup:e27369947218,"
<SURNAME/>失礼了，但钱好像不够。
<SURNAME/>请下次再来。","
<SURNAME/>恕我直言，金额似乎不足。
<SURNAME/>请改日光临。 || 
<SURNAME/>抱歉，钱好像不够。
<SURNAME/>请下次再来。"
dup:ed4a6c015a30,"
<SURNAME/>期待您再次光临。","
<SURNAME/>恭候再次惠顾。"
dup:8e55ee992046,"
<SURNAME/>辛苦啦!
<SURNAME/>那么有什么事吗?","
<SURNAME/>辛苦了！
<SURNAME/>那么，有什么事吗？ || 
<SURNAME/>辛苦啦!
<SURNAME/>那么，有什么事吗? || 
<SURNAME/>辛苦啦！
<SURNAME/>那么，有什么事吗？"
dup:cd8b001bcba1,"
<SURNAME/>噗噗，之前应募的部分确认了吗?
<SURNAME/>领取在丽莎家，
<SURNAME/>确认中没中奖后再来吧。","
<SURNAME/>噗噗，之前应募的确认了吗?
<SURNAME/>领取是在丽莎家，
<SURNAME/>确认中没中奖后再来吧。 || 
<SURNAME/>噗噗，之前应募的部分确认了吗?
<SURNAME/>领取是在丽莎家，
<SURNAME/>确认中没中奖后再来吧。 || 
<SURNAME/>噗噗，之前报名的部分
<SURNAME/>确认了吗？领取是在丽莎酱家，
<SURNAME/>所以确认中没中奖后再来吧。 || 
<SURNAME/>噗噗，你确认过之前应征的结果了吗？
<SURNAME/>领取是在丽莎家，
<SURNAME/>所以确认中没中奖后再来吧。"
dup:1d387bcaf8d3,"
<SURNAME/>OK!<pause:30/>
<SURNAME/>…啊你一本都没有嘛。
<SURNAME/>佐富正商店有卖，买了再来吧。","
<SURNAME/>OK!<pause:30/>
<SURNAME/>…啊，你一本都没有啊。
<SURNAME/>在里见正那里有卖，买了再来吧。 || 
<SURNAME/>OK!<pause:30/>
<SURNAME/>…啊，你一本都没有嘛。
<SURNAME/>在サトミタダシ有卖，买了再来吧。 || 
<SURNAME/>OK！<pause:30/>
<SURNAME/>……喂，你一本都没有啊。
<SURNAME/>在佐富多田商店有卖，买了再来吧。 || 
<SURNAME/>好嘞！<pause:30/>
<SURNAME/>……等等，你一本都没带嘛。
<SURNAME/>先去里见书店买了再来吧～"
dup:50b9b160a9ad,"
<SURNAME/>OK!
<SURNAME/>嗯〜<keyitem:1/>本份呢。
<SURNAME/>那么领取就定在丽莎家吧。","
<SURNAME/>OK!
<SURNAME/>嗯~，<keyitem:1/>本份呢。
<SURNAME/>那么，领取就设在丽莎酱家吧。 || 
<SURNAME/>OK!
<SURNAME/>嗯~，<keyitem:1/>本份呢。
<SURNAME/>那，领取就设在丽莎家吧。 || 
<SURNAME/>OK！
<SURNAME/>嗯～<keyitem:1/>本对吧。
<SURNAME/>那奖品就送到丽莎家啦～ || 
<SURNAME/>OK！
<SURNAME/>嗯～，<keyitem:1/>本份呢。
<SURNAME/>那么，领取就设在丽莎家吧。"
dup:e40de3f2735a,"
<SURNAME/>收到!
<SURNAME/>那么我会好好应募的放心。
<SURNAME/>希望能中奖呢!","
<SURNAME/>收到!
<SURNAME/>那，我会好好应募的，放心吧。
<SURNAME/>希望能中奖呢! || 
<SURNAME/>收到！
<SURNAME/>我会好好申请的，放心吧。
<SURNAME/>要是中奖就好啦！ || 
<SURNAME/>收到！
<SURNAME/>那么，我会好好应征的，放心吧。
<SURNAME/>希望能中奖呢！ || 
<SURNAME/>收到！
<SURNAME/>那么，我会好好报名的，放心吧。
<SURNAME/>希望能中奖呢！"
dup:2564823a022f,"
<SURNAME/>收到!
<SURNAME/>那么想应募时再来吧。","
<SURNAME/>了解！
<SURNAME/>想申请的时候再来找我哦～ || 
<SURNAME/>收到!
<SURNAME/>那，想应募的时候再来吧。 || 
<SURNAME/>收到！
<SURNAME/>那么，想应征的时候再来吧。 || 
<SURNAME/>收到！
<SURNAME/>那么，想报名的时候再来吧。"
dup:a1ab0cbdafa4,"
<SURNAME/>悬赏啊，就是抽选送东西的那种。
<SURNAME/>寄送杂志的话，有一定概率
<SURNAME/>能获得道具。中奖了就幸运啦!","
<SURNAME/>悬赏啊，就是抽选送东西的那种。
<SURNAME/>寄送杂志的话，有一定概率
<SURNAME/>能获得物品。中奖了就幸运了！"
dup:bcbb4a6ed0dd,"
<SURNAME/>步骤是，在サトミタダシ购买悬赏杂志。
<SURNAME/>让我来应募。
<SURNAME/>在丽莎家领取这样。","
<SURNAME/>步骤是，在佐富多田商店购买悬赏杂志。
<SURNAME/>让我来应征。
<SURNAME/>在丽莎家领取，就是这样。"
dup:01f380177273,"
<SURNAME/>这里是规则!!<SURNAME/>首先应募一次一次来。
<SURNAME/>上次结果出来前不能下次应募。
<SURNAME/>为什么?因为就这样啦。","
<SURNAME/>规则在此!!<SURNAME/>首先应募一次一次来。
<SURNAME/>之前的抽奖结果出来前不能下次应募。
<SURNAME/>因为，就是这样的东西嘛。 || 
<SURNAME/>规则来啦！！<SURNAME/>首先每次限申请一回。
<SURNAME/>上次结果出来前不能申请下一次。
<SURNAME/>别问为什么～规矩如此嘛。 || 
<SURNAME/>这里是规则！！<SURNAME/>首先应征一次一次来。
<SURNAME/>在之前的抽奖结果出来之前，不能进行下一次应征。
<SURNAME/>因为，就是这样规定的。 || 
<SURNAME/>这里是规则！！<SURNAME/>首先报名
<SURNAME/>一次一次来。在之前的抽奖结果出来前
<SURNAME/>不能进行下一次。为什么？因为就是那样啊。"
dup:ac4b2c4c7ac2,"
<SURNAME/>最后结果出来前需要时间。
<SURNAME/>干等着不行不行。
<SURNAME/>要一个劲儿在地牢里走走。","
<SURNAME/>最后，出结果要等段时间。
<SURNAME/>干等着可不行。
<SURNAME/>使劲在迷宫里逛就对了！ || 
<SURNAME/>最后，结果出来之前需要一定时间。
<SURNAME/>光待着也不行不行。
<SURNAME/>要不停地在地牢里走走。 || 
<SURNAME/>最后，结果出来前
<SURNAME/>需要一定时间。干等着可不行不行。
<SURNAME/>要一个劲地在地牢里走走。 || 
<SURNAME/>最后，结果出来前需要一定时间。
<SURNAME/>干等着可不行不行。
<SURNAME/>要一个劲地走ダンジョン。"
dup:a238c8cf5b8c,"
<SURNAME/>剩下看毅力和运气!
<SURNAME/>不放弃梦想的你，
<SURNAME/>或许能拿稀有物品…","
<SURNAME/>剩下就看毅力和运气！
<SURNAME/>像你这样不放弃梦想的人，
<SURNAME/>说不定能拿到稀有道具呢… || 
<SURNAME/>剩下的就看耐心和运气了！
<SURNAME/>不放弃梦想的你，
<SURNAME/>或许能拿到稀有物品… || 
<SURNAME/>剩下的就靠毅力和运气了！
<SURNAME/>不放弃梦想的你，
<SURNAME/>或许能获得稀有物品… || 
<SURNAME/>接下来就看毅力和运气了！
<SURNAME/>只要你不放弃梦想，
<SURNAME/>或许能拿到稀有物品…"
dup:580eb94b1057,"
<SURNAME/>最新型的音响。
<SURNAME/>只有这个还干净。","
<SURNAME/>最新款的音响。
<SURNAME/>只有这个还保持干净。"
dup:efcbe5fa4460,"
<SURNAME/>嗨~欢迎光临~<pause:15/>
<SURNAME/>这里是 CD 商店，
<SURNAME/>吉佳·马齐欧!","
<SURNAME/>嗨，欢迎光临〜<pause:15/>
<SURNAME/>CD商店，
<SURNAME/>欢迎来到Giga Matchyo!"
