source_file,string_id,jp,current_dup_content,candidate_counts_json,suggested_content,suggestion_reason
dup:script,dup:1db1bbb591de,"
<SURNAME/>パパパ、パンツ番長!
<SURNAME/>ううう、後ろ、後ろ後ろお!!
",\n<SURNAME/>内、内、内裤番长! \n<SURNAME/>后后后、后面、后面后面啊!!\n,"[[""\n<SURNAME/>内、内、内裤番长! \n<SURNAME/>后后后、后面、后面后面啊!!\n"", 1], [""\n<SURNAME/>内、内裤番长！\n<SURNAME/>后后后、后面、后面啊!!\n"", 1]]",,
dup:script,dup:1e6ffc3c4987,"
<SURNAME/>ちっきしょう!!
<SURNAME/>逃ガしてたまるかよっ!
",\n<SURNAME/>可恶!!\n<SURNAME/>怎么能逃跑呢！\n,"[[""\n<SURNAME/>可恶!! \n<SURNAME/>别想逃!\n"", 1], [""\n<SURNAME/>可恶!!\n<SURNAME/>怎么能逃跑呢！\n"", 1], [""\n<SURNAME/>可恶!!\n<SURNAME/>别想逃!\n"", 1]]",,
dup:script,dup:1f04e392fe12,"
<SURNAME/>ガはは!<SURNAME/>ついに憧れの社長職についたんですわ。
<SURNAME/>仕事なんぞ部下に任せて、こうして昼から寿司を
<SURNAME/>つまんどると、偉くなったのを実感しますなぁ!",\n<SURNAME/>哇哈哈!<SURNAME/>我终于当上了梦寐以求的社长啦。\n<SURNAME/>工作什么的都交给部下干就好，然后大白天就像这样\n<SURNAME/>坐在这吃着寿司，真真切切感受到自己出息了呢!,"[[""\n<SURNAME/>嘎哈哈!<SURNAME/>终于当上梦寐以求的社长啦。\n<SURNAME/>工作都交给手下，像这样大白天就吃寿司，\n<SURNAME/>真真切切感受到自己出息了呢!"", 1], [""\n<SURNAME/>嘎哈哈!<SURNAME/>终于当上梦寐以求的社长啦。\n<SURNAME/>工作都丢给手下，大白天就吃寿司，\n<SURNAME/>这才感觉出人头地了呢!"", 1], [""\n<SURNAME/>哈哈!<SURNAME/>终于当上梦寐以求的社长了。\n<SURNAME/>工作都交给手下，像这样大白天就吃着寿司，\n<SURNAME/>真真切切感受到自己出息了啊!"", 1], [""\n<SURNAME/>哇哈哈!<SURNAME/>我终于当上了梦寐以求的社长啦。\n<SURNAME/>工作什么的都交给部下干就好，然后大白天就像这样\n<SURNAME/>坐在这吃着寿司，真真切切感受到自己出息了呢!"", 1]]",,
dup:script,dup:203893070973,"
<SURNAME/>スマイル平坂などただの駅ビルッスよ?<pause:15/>
<SURNAME/>犯人はそんな所を爆破して、
<SURNAME/>何をするつもりッスか?",\n<SURNAME/>微笑平坂只是个车站大楼而已吧？<pause:15/>\n<SURNAME/>犯人炸掉那种地方，\n<SURNAME/>是打算干什么啊？,"[[""\n<SURNAME/>微笑平坂不过是个车站大楼而已?<pause:15/>\n<SURNAME/>犯人炸掉那种地方，\n<SURNAME/>到底想干什么呢?"", 1], [""\n<SURNAME/>微笑平坂不过是个车站大楼而已?<pause:15/>\n<SURNAME/>犯人炸那种地方，\n<SURNAME/>到底想干什么?"", 1], [""\n<SURNAME/>微笑平坂只是个车站大楼而已吧？<pause:15/>\n<SURNAME/>犯人炸掉那种地方，\n<SURNAME/>是打算干什么啊？"", 1]]",,
dup:script,dup:207765621f06,"
<SURNAME/>そこは開かないニャー♥
<SURNAME/>あきらめるニャー♥","
<SURNAME/>那里打不开喵♥
<SURNAME/>放弃吧喵♥","[[""\n<SURNAME/>那里打不开喵～♥\n<SURNAME/>放弃吧喵～♥"", 3], [""\n<SURNAME/>那里打不开喵♥\n<SURNAME/>放弃喵♥"", 1], [""\n<SURNAME/>那里打不开喵♥\n<SURNAME/>放弃吧喵♥"", 1]]","
<SURNAME/>那里打不开喵～♥
<SURNAME/>放弃吧喵～♥",position_majority
dup:script,dup:21e053fe2f8a,"
<SURNAME/>素敵な歌だね…<pause:30/>
<SURNAME/>何て言うか、魂に響いて来るような…<pause:30/>
<SURNAME/>すっごくリラックスした気分にならない?","
<SURNAME/>好棒的歌呢…<pause:30/>
<SURNAME/>怎么说呢，仿佛在灵魂中回响…<pause:30/>
<SURNAME/>不觉得心情超放松吗?","[[""\n<SURNAME/>好美的歌…<pause:30/>\n<SURNAME/>怎么说呢，直击灵魂…<pause:30/>\n<SURNAME/>不觉得超放松吗？"", 1], [""\n<SURNAME/>好棒的歌啊…<pause:30/>\n<SURNAME/>怎么说呢，仿佛触动灵魂…<pause:30/>\n<SURNAME/>不觉得非常放松吗？"", 1], [""\n<SURNAME/>好棒的歌呢…<pause:30/>\n<SURNAME/>怎么说呢，仿佛在灵魂中回响…<pause:30/>\n<SURNAME/>不觉得心情超放松吗?"", 1]]",,
dup:script,dup:226398954e21,"
<SURNAME/>クレール・ド・リュンヌで伝説の武器を売ってる
<SURNAME/>という噂を耳にしたッス。
<SURNAME/>そんな物ガ実在するんスか?",\n<SURNAME/>我听到有传闻说月光之清\n<SURNAME/>有传说武器卖。\n<SURNAME/>但是那种东西真的存在吗?,"[[""\n<SURNAME/>在Claire de Lune卖传说武器\n<SURNAME/>的传闻听说了的说。\n<SURNAME/>那种东西真的存在吗？"", 1], [""\n<SURNAME/>克雷尔·德·吕讷卖传说武器\n<SURNAME/>的传闻。\n<SURNAME/>真有那东西?"", 1], [""\n<SURNAME/>在月光听到卖传说武器\n<SURNAME/>的传闻呢。\n<SURNAME/>那种东西真的存在吗？"", 1], [""\n<SURNAME/>我听到有传闻说月光之清\n<SURNAME/>有传说武器卖。\n<SURNAME/>但是那种东西真的存在吗?"", 1]]",,
dup:script,dup:2564823a022f,"
<SURNAME/>ラジャー!
<SURNAME/>じゃあ、応募したくなったらまた来てね。","
<SURNAME/>收到!
<SURNAME/>那么想应募时再来吧。","[[""\n<SURNAME/>收到！\n<SURNAME/>那么，想应征的时候再来吧。"", 1], [""\n<SURNAME/>收到!\n<SURNAME/>那，想应募的时候再来吧。"", 1], [""\n<SURNAME/>了解！\n<SURNAME/>想申请的时候再来找我哦～"", 1], [""\n<SURNAME/>收到！\n<SURNAME/>那么，想报名的时候再来吧。"", 1], [""\n<SURNAME/>收到!\n<SURNAME/>那么想应募时再来吧。"", 1]]",,
dup:script,dup:26dd215e64ce,"
<SURNAME/>なになに、セブンスの時計台で…本物の…<pause:15/>
<SURNAME/>幽霊を見た?<SURNAME/>うわぁ僕、怪談ネタは駄目だよお。<pause:15/>
<SURNAME/>もう早々とこっちの情報話して切り上げちゃう。",\n<SURNAME/>什么什么，七姐妹的钟楼…真的…<pause:15/>\n<SURNAME/>有幽灵出现?<SURNAME/>哇啊，我，对付不来怪谈题材啊。<pause:15/>\n<SURNAME/>赶紧把这边情报说完就结束吧。,"[[""\n<SURNAME/>什么什么，在七姊妹的钟楼…真的…<pause:15/>\n<SURNAME/>看到幽灵了？<SURNAME/>哇啊我，鬼故事不行啊。<pause:15/>\n<SURNAME/>赶紧把这边情报说完就结束吧。"", 1], [""\n<SURNAME/>什么什么，在七姊妹学园的钟楼…真…<pause:15/>\n<SURNAME/>看到幽灵了？<SURNAME/>哇啊我，鬼故事不行啊。<pause:15/>\n<SURNAME/>赶紧说完这边的信息就结束吧。"", 1], [""\n<SURNAME/>什么什么，在七姊妹的钟楼…真…<pause:15/>\n<SURNAME/>看到幽灵了？<SURNAME/>哇啊我，鬼故事不行啊。<pause:15/>\n<SURNAME/>赶紧把这边情报说完就结束吧。"", 1], [""\n<SURNAME/>什么什么，在七姊妹的钟楼…真的…<pause:15/>\n<SURNAME/>看到幽灵了？<SURNAME/>哇啊，我，恐怖故事不行啊。<pause:15/>\n<SURNAME/>赶紧把这边情报说完就结束吧。"", 1], [""\n<SURNAME/>什么什么，七姐妹的钟楼…真的…<pause:15/>\n<SURNAME/>有幽灵出现?<SURNAME/>哇啊，我，对付不来怪谈题材啊。<pause:15/>\n<SURNAME/>赶紧把这边情报说完就结束吧。"", 1]]",,
dup:script,dup:2a923e5ec41f,"
<SURNAME/>なんでも夢崎区のトニーの店じゃ、
<SURNAME/>本物の武器を売ってるそうッスよ。
<SURNAME/>品質も値段も、まあ普通なのだそうッス。",\n<SURNAME/>听说梦崎区的托尼的店\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质和价格都普普通通就是了。,"[[""\n<SURNAME/>听说梦崎区托尼's店\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质价格都算普通。"", 1], [""\n<SURNAME/>听说在梦崎区的托尼的店，\n<SURNAME/>有卖真正的武器呢。\n<SURNAME/>据说品质和价格都还算普通呢。"", 1], [""\n<SURNAME/>听说在梦崎区的托尼的店\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质和价格都算普通。"", 1], [""\n<SURNAME/>听说梦崎区的托尼店\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质和价格都还行哦。"", 1], [""\n<SURNAME/>听说梦崎区的托尼的店\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品质和价格都普普通通就是了。"", 1]]",,
dup:script,dup:2a930056995d,"
<SURNAME/>懸賞マガジンの懸賞に当たると本物の武器やら
<SURNAME/>道具ガ届いてしまうそうッスね。
<SURNAME/>なかなか当たらないガ、良いものガ届くそうッス",\n<SURNAME/>我听说，要是中了悬赏杂志上的奖的话，\n<SURNAME/>会送来真武器和道具呢。\n<SURNAME/>虽然中奖率很低，但送来的都是好东西呢。,"[[""\n<SURNAME/>听说中了悬赏杂志的奖，\n<SURNAME/>真品武器和道具就会送上门呢。\n<SURNAME/>虽然很难中，但送来的东西不错。"", 1], [""\n<SURNAME/>抽中Kensho Magazine的奖品\n<SURNAME/>真武器和道具就会送到的说呢。\n<SURNAME/>虽然难中，但听说会送来好东西的说"", 1], [""\n<SURNAME/>听说中奖杂志的奖品是真武器或\n<SURNAME/>道具会寄来。\n<SURNAME/>虽难中，但东西不错。"", 1], [""\n<SURNAME/>悬赏杂志中奖的话真武器\n<SURNAME/>和道具就会送来呢。\n<SURNAME/>虽难中奖，但据说东西不错哦。"", 1], [""\n<SURNAME/>我听说，要是中了悬赏杂志上的奖的话，\n<SURNAME/>会送来真武器和道具呢。\n<SURNAME/>虽然中奖率很低，但送来的都是好东西呢。"", 1]]",,
dup:script,dup:2ac05a627ca9,"
<SURNAME/>夢崎区の<c1d:13/>トニーの店<c1d:1/>で、<c1d:13/>本物の武器<c1d:1/>ガ買えるって
<SURNAME/>噂ガあるんだよ。ついでに言うと、<c1d:13/>値段は安いけど
<SURNAME/>質ガ良くない<c1d:1/>んだってさ。<pause:15/>どう?<SURNAME/>凄いだろ?","
<SURNAME/>有传闻说在梦崎区的<c1d:13/>托尼的店<c1d:1/>能买到
<SURNAME/><c1d:13/>真武器<c1d:1/>。顺便一提，<c1d:13/>价格便宜但
<SURNAME/>质量不好<c1d:1/>哦。<pause:15/>怎样?<SURNAME/>厉害吧?","[[""\n<SURNAME/>在梦崎区的<c1d:13/>托尼的店<c1d:1/>，能买到<c1d:13/>真武器<c1d:1/>的\n<SURNAME/>传闻哦。顺便说，<c1d:13/>价格便宜但\n<SURNAME/>质量不好<c1d:1/>啦。<pause:15/>怎样？<SURNAME/>厉害吧？"", 1], [""\n<SURNAME/>在梦崎区的<c1d:13/>托尼的店<c1d:1/>，能买到<c1d:13/>真武器<c1d:1/>的\n<SURNAME/>传闻有哦。顺便说，<c1d:13/>价格便宜但\n<SURNAME/>质量不好<c1d:1/>的样子。<pause:15/>怎样？<SURNAME/>厉害吧？"", 1], [""\n<SURNAME/>有传闻说在梦崎区的<c1d:13/>托尼的店<c1d:1/>能买到<c1d:13/>真武器<c1d:1/>。\n<SURNAME/>顺便一提，<c1d:13/>价格便宜但质量不咋地<c1d:1/>。<pause:15/>怎么样？厉害吧？"", 1], [""\n<SURNAME/>有传闻说在梦崎区的<c1d:13/>托尼的店<c1d:1/>能买到\n<SURNAME/><c1d:13/>真武器<c1d:1/>。顺便一提，<c1d:13/>价格便宜但\n<SURNAME/>质量不好<c1d:1/>哦。<pause:15/>怎样?<SURNAME/>厉害吧?"", 1]]",,
dup:script,dup:2b51969f3d9f,"
<SURNAME/>そ、そこにいた社長の旦那ガよ、
<SURNAME/>外に飛び出して行っちまったんだ。<pause:15/>
<SURNAME/>まさかあの連中と、やりあうつもりなのか?",\n<SURNAME/>刚、刚才在那坐着的社长大叔，\n<SURNAME/>冲到外面去了。<pause:15/>\n<SURNAME/>难不成他要和那群家伙干架吗?,"[[""\n<SURNAME/>刚、刚才还在那儿的社长先生，\n<SURNAME/>冲到外面去了。<pause:15/>\n<SURNAME/>难不成他打算和那帮家伙干一架?"", 1], [""\n<SURNAME/>刚、刚才在那儿的社长大叔啊，\n<SURNAME/>冲出去了。<pause:15/>\n<SURNAME/>该不会是想跟那帮家伙干架吧?"", 1], [""\n<SURNAME/>刚、刚才在那坐着的社长大叔，\n<SURNAME/>冲到外面去了。<pause:15/>\n<SURNAME/>难不成他要和那群家伙干架吗?"", 1]]",,
dup:script,dup:2f9427893591,"
<SURNAME/>聞けば、ラーメンしらいしで、伝説の武器を
<SURNAME/>売ってるそうじゃないッスか。
<SURNAME/>一体、どんな武器なんスかねぇ。",\n<SURNAME/>我听说白石拉面店在卖\n<SURNAME/>传说武器，\n<SURNAME/>那到底是什么样的武器啊？,"[[""\n<SURNAME/>听说在拉面白石，\n<SURNAME/>有卖传说武器不是吗？\n<SURNAME/>到底是什么武器呢？"", 1], [""\n<SURNAME/>听说在Ramen Shiraishi，\n<SURNAME/>在卖传说武器的说不是吗？\n<SURNAME/>到底是什么武器呢的说。"", 1], [""\n<SURNAME/>听说在拉面白石，\n<SURNAME/>在卖传说中的武器，不是吗？\n<SURNAME/>到底是什么样的武器呢？"", 1], [""\n<SURNAME/>听说拉面白石在卖\n<SURNAME/>传说武器呢。\n<SURNAME/>到底是什么武器啊？"", 1], [""\n<SURNAME/>我听说白石拉面店在卖\n<SURNAME/>传说武器，\n<SURNAME/>那到底是什么样的武器啊？"", 1]]",,
dup:script,dup:3358e15cfd25,"
<SURNAME/>学生達の間で、新へッドは栄吉より弱かったのだと
<SURNAME/>軒並み噂されているようなのですガ…
<SURNAME/>栄吉とか、その新へッドって誰なんス?",\n<SURNAME/>在学生群体里头，四处在传\n<SURNAME/>新头目比荣吉还弱的传闻呢…\n<SURNAME/>可是荣吉是谁？还有那个新头目又是谁啊？,"[[""\n<SURNAME/>在学生之间，好像到处都在传闻新头目比荣吉弱…\n<SURNAME/>那个荣吉啊、新头目啊，到底是谁啊？"", 1], [""\n<SURNAME/>在学生之间，传闻说新头目比荣吉还弱\n<SURNAME/>到处都在传呢…\n<SURNAME/>荣吉和那个新头目是谁啊？"", 1], [""\n<SURNAME/>学生们之间都在传，新老大比荣吉还弱，\n<SURNAME/>到处都这么说…\n<SURNAME/>荣吉是谁？那个新老大又是谁啊？"", 1], [""\n<SURNAME/>在学生群体里头，四处在传\n<SURNAME/>新头目比荣吉还弱的传闻呢…\n<SURNAME/>可是荣吉是谁？还有那个新头目又是谁啊？"", 1]]",,
dup:script,dup:3458da7d33f6,"
<SURNAME/>キミもそうだろう?<SURNAME/><c12/>。
<SURNAME/>初めて会う人のはずなんだけどね…<pause:30/>
<SURNAME/>ひょっとして、これガ運命のラブってやつかい?",\n<SURNAME/>你也有同感吧？<SURNAME/><c12/>。\n<SURNAME/>明明是第一次见面…<pause:30/>\n<SURNAME/>莫非，这就是命运的love？,"[[""\n<SURNAME/>你也有同感吧？<SURNAME/><c12/>。\n<SURNAME/>明明是第一次见面…<pause:30/>\n<SURNAME/>莫非，这就是命运的love？"", 1], [""\n<SURNAME/>你也这样吧?<SURNAME/><c12/>。\n<SURNAME/>明明是第一次见面的人…<pause:30/>\n<SURNAME/>莫非，这就是命运之爱吗?"", 1], [""\n<SURNAME/>你也这么觉得吧？<SURNAME/><c12/>。\n<SURNAME/>明明是第一次见面的人呢…<pause:30/>\n<SURNAME/>莫非，这就是所谓的命运之爱吗？"", 1]]",,
dup:script,dup:352b907fdbed,"
<SURNAME/>なんでも蓮華台の時間城で本物の武器を売っている
<SURNAME/>そうッスよ。物騒な話ッスねぇ。
<SURNAME/>なんでも品質は良いガ値段ガ高いそうッス。",\n<SURNAME/>我听说莲华台的时间城在卖真武器。\n<SURNAME/>真是个危险的话题啊。\n<SURNAME/>据说品质很好，不过价格也很贵就是了。,"[[""\n<SURNAME/>听说莲华台时间城在卖\n<SURNAME/>真武器呢。真危险啊。\n<SURNAME/>据说品质好但价格高。"", 1], [""\n<SURNAME/>听说在莲华台的时间城，有卖真正的武器\n<SURNAME/>呢。真是危险的话题呢。\n<SURNAME/>据说品质好但价格高呢。"", 1], [""\n<SURNAME/>听说在莲华台的时间城在卖真武器\n<SURNAME/>是啊。真是危险的话题呢。\n<SURNAME/>据说品质好但价格高。"", 1], [""\n<SURNAME/>听说莲华台的时间城在卖真\n<SURNAME/>武器呢。真危险哦。\n<SURNAME/>品质好但价格高呢。"", 1], [""\n<SURNAME/>我听说莲华台的时间城在卖真武器。\n<SURNAME/>真是个危险的话题啊。\n<SURNAME/>据说品质很好，不过价格也很贵就是了。"", 1]]",,
dup:script,dup:362586cec4f8,"
<SURNAME/><c1d:9/>地は<SURNAME/>風に削られ<SURNAME/>水を育み
<SURNAME/>水は<SURNAME/>地に沿って流れ<SURNAME/>火を制す<c1d:1/>
",\n<SURNAME/><c1d:9/>地受<SURNAME/>风蚀而<SURNAME/>育水\n<SURNAME/>水沿<SURNAME/>地流淌<SURNAME/>制火<c1d:1/>\n,"[[""\n<SURNAME/><c1d:9/>地受<SURNAME/>风蚀而<SURNAME/>育水\n<SURNAME/>水沿<SURNAME/>地流淌<SURNAME/>制火<c1d:1/>\n"", 5], [""\n<SURNAME/><c1d:9/>地受<SURNAME/>风削蚀<SURNAME/>育水\n<SURNAME/>水沿<SURNAME/>地流淌<SURNAME/>制火<c1d:1/>\n"", 1], [""\n<SURNAME/><c1d:9/>地被<SURNAME/>风削蚀<SURNAME/>孕育水\n<SURNAME/>水沿<SURNAME/>地流淌<SURNAME/>抑制火<c1d:1/>\n"", 1], [""\n<SURNAME/><c1d:9/>地受风削<SURNAME/>滋养水\n<SURNAME/>水沿地流<SURNAME/>制约火<c1d:1/>\n"", 1]]","
<SURNAME/><c1d:9/>地受<SURNAME/>风蚀而<SURNAME/>育水
<SURNAME/>水沿<SURNAME/>地流淌<SURNAME/>制火<c1d:1/>
",position_majority
dup:script,dup:36df439039e9,"
<SURNAME/>噂のネタガ聞けるのは嬉しいんだけど、どうも武器
<SURNAME/>とか防具とか物騒な話ガ多くて嫌だね。
<SURNAME/>噂になるって事は、みんな武器ガ欲しいのかな?",\n<SURNAME/>虽然能听到各种各样的传闻是很开心了，但是\n<SURNAME/>像是武器啊防具啊这类危险话题也太多了，听都听烦了。\n<SURNAME/>既然能成传闻，难不成大家都想买武器吗?,"[[""\n<SURNAME/>听八卦是开心，但总是什么武器\n<SURNAME/>防具的危险话题，真烦。\n<SURNAME/>传这些…是大家都想要武器吗？"", 1], [""\n<SURNAME/>能听到八卦是挺开心的，但老是武器\n<SURNAME/>啊防具啊这些危险话题，真讨厌。\n<SURNAME/>会变成传闻，说明大家都想要武器吗？"", 1], [""\n<SURNAME/>听料是开心啦，但老是什么武器\n<SURNAME/>防具的危险话题，烦死了。\n<SURNAME/>传这些…大伙儿都想要家伙？"", 1], [""\n<SURNAME/>虽然能听到各种各样的传闻是很开心了，但是\n<SURNAME/>像是武器啊防具啊这类危险话题也太多了，听都听烦了。\n<SURNAME/>既然能成传闻，难不成大家都想买武器吗?"", 1]]",,
dup:script,dup:37c8635f0c26,"
<SURNAME/>ジュン!!
<SURNAME/>きみも、なんか言えよお!!
<SURNAME/>お姉ちゃんと、はなれちゃっていいのかよお!?
",\n<SURNAME/>淳!!\n<SURNAME/>你也说点什么啊!!\n<SURNAME/>和大姐姐分开，真的好吗!?\n,"[[""\n<SURNAME/>淳!!\n<SURNAME/>你也说点什么啊!!\n<SURNAME/>和大姐姐分开，真的好吗!?\n"", 1], [""\n<SURNAME/>淳!!\n<SURNAME/>你也说点啥啊!\n<SURNAME/>和姐姐分开，真的好吗!?\n"", 1]]",,
dup:script,dup:3820dce5e55a,"
<SURNAME/>先生だったら、
<SURNAME/>さっき駐輪場の方に行くの見ましたよ。<pause:15/>
<SURNAME/>まだそこにいるんじゃないですか?","
<SURNAME/>老师的话，
<SURNAME/>刚才看到往停车场方向去了。<pause:15/>
<SURNAME/>应该还在那儿吧?","[[""\n<SURNAME/>如果是老师的话，\n<SURNAME/>刚才看到往自行车存车处去了。<pause:15/>\n<SURNAME/>应该还在那儿吧？"", 1], [""\n<SURNAME/>老师的话，\n<SURNAME/>刚才看到往存车处方向去了。<pause:15/>\n<SURNAME/>应该还在那儿吧?"", 1]]",,
dup:script,dup:38e1345a9ba6,"
<SURNAME/>聞きました?<SURNAME/>春日山高校には
<SURNAME/>妖怪のブキミちゃんガ出るそうッスよ。
<SURNAME/>マスカレードといい、賑やかな学校ッス。",\n<SURNAME/>你听说了吗？<SURNAME/>春日山高中有\n<SURNAME/>妖怪诡异酱出没哦。\n<SURNAME/>先是假面党，然后是这个，真是个热闹的学校啊。,"[[""\n<SURNAME/>听说了吗？<SURNAME/>春日山高中好像会出没叫“恐怖子”的妖怪哦。\n<SURNAME/>假面舞会也好，真是热闹的学校。"", 1], [""\n<SURNAME/>听说了吗?<SURNAME/>在春日山高中\n<SURNAME/>有妖怪诡异酱出现呢。\n<SURNAME/>又是假面舞会，真是个热闹的学校呢。"", 1], [""\n<SURNAME/>听说了吗？<SURNAME/>春日山高中有\n<SURNAME/>妖怪布基米酱会出现哦。\n<SURNAME/>还有假面党，真是个热闹的学校呢。"", 1], [""\n<SURNAME/>听说了吗?<SURNAME/>春日山高中有\n<SURNAME/>妖怪布基米酱出没呢。\n<SURNAME/>假面舞会也是，真热闹的学校哦。"", 1], [""\n<SURNAME/>你听说了吗？<SURNAME/>春日山高中有\n<SURNAME/>妖怪诡异酱出没哦。\n<SURNAME/>先是假面党，然后是这个，真是个热闹的学校啊。"", 1]]",,
