classification,source_file,string_id,local_path,jp,local_content,candidate_contents_json,merged_contents_json
merged_versions_conflict,field:1104,field:1104:0x456,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> クイーン・アクエリアスガ持っていた水晶の髑髏。\n イデアルエナジーを集めるためのオーパーツ。\n イン・ラケチによると、異星人の技術らしい。\n<c6/>\n,<c5:0/><c1e:0/> Queen Aquarius所持有的水晶髑髏。\n 用于收集理想能量的OOPArt。\n 据In Lak'ech所说，似乎是外星技术。\n<c6/>\n,"[""<c5:0/><c1e:0/> 水瓶座女王所持有的水晶骷髅。\\n 是用于收集理想能量的时代错误遗物(OOPArt)。\\n 据《因·拉凯什》所言，这是外星人的科技产物。\\n<c6/>\\n"", ""<c5:0/><c1e:0/> 水瓶女王所持有的水晶骷髅。\\n 是用于收集理想能量的时代错误遗物(OOPArt)。\\n 据《因·拉凯什》所言，这是外星人的科技产物。\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 水瓶座女王所持有的水晶骷髅。\\n 是用于收集理想能量的时代错误遗物(OOPArt)。\\n 据《因·拉凯什》所言，这是外星人的科技产物。\\n<c6/>\\n"", ""<c5:0/><c1e:0/> 水瓶女王所持有的水晶骷髅。\\n 是用于收集理想能量的时代错误遗物(OOPArt)。\\n 据《因·拉凯什》所言，这是外星人的科技产物。\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0x4f2,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> 花言華は「復讐」。\n ジヨーカーガ<c13/>たちに放ったもの。\n 彼は、なぜ復讐しようとするのだろうか…\n<c6/>\n,<c5:0/><c1e:0/> 花言华是「复仇」。\n Joker向<c13/>等人释放的东西。\n 他为何要复仇呢…\n<c6/>\n,"[""<c5:0/><c1e:0/> 花语为「复仇」。\\n JOKER向<c13/>等人抛来的东西。\\n 他，究竟为何执意要复仇…\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 花语为「复仇」。\\n JOKER向<c13/>等人抛来的东西。\\n 他，究竟为何执意要复仇…\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0x564,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> 花言華は「戦い」。\n ジヨーカーガ<c13/>たちに放ったもの。\n 彼の指す戦いとは、いかな意味であろうか…\n<c6/>\n,<c5:0/><c1e:0/> 花言华是「战斗」。\n Joker向<c13/>等人释放的东西。\n 他所指的战斗，究竟是何意呢…\n<c6/>\n,"[""<c5:0/><c1e:0/> 花语为「战斗」。\\n JOKER向<c13/>等人抛来的东西。\\n 他口中的 “战斗”，究竟有何深意…\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 花语为「战斗」。\\n JOKER向<c13/>等人抛来的东西。\\n 他口中的 “战斗”，究竟有何深意…\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0x5d8,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> 花言華は「あの日のことを思い出す」。\n ジヨーカーガ<c13/>たちに渡せとキングに託した。\n 10年前の夏の日に、何ガあったのであろうか…\n<c6/>\n,<c5:0/><c1e:0/> 花言华是「回忆那天的事」。\n Joker托付给King，要他交给<c13/>等人。\n 10年前的那个夏日，究竟发生了什么…\n<c6/>\n,"[""<c5:0/><c1e:0/> 花语为「回忆起那日的往事」。\\n JOKER托付给国王，要他交给<c13/>等人。\\n 10年前的那个夏日，到底发生了什么…\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 花语为「回忆起那日的往事」。\\n JOKER托付给国王，要他交给<c13/>等人。\\n 10年前的那个夏日，到底发生了什么…\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0x66c,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> 花言華は「あなたのことばかり思う」。\n ジヨーカーたる黒須 淳ガ残したもの。\n 黒須の苦しみと哀しみガ伝わってくるようだ…\n<c6/>\n,<c5:0/><c1e:0/> 花言华是「只想着你」。\n 作为Joker的黑须淳所留下的东西。\n 仿佛能感受到黑须的痛苦与哀伤…\n<c6/>\n,"[""<c5:0/><c1e:0/> 花语为「满心皆是你」。\\n 身为JOKER的黑须淳所留下的东西。\\n 仿佛能从中真切感受到黑须的痛苦与哀伤…\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 花语为「满心皆是你」。\\n 身为JOKER的黑须淳所留下的东西。\\n 仿佛能从中真切感受到黑须的痛苦与哀伤…\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0x6f8,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> 花言華は「私はあなたを許す」。\n 舞耶ガ淳に渡したもの。\n 舞耶の万感の想いガ込められているようだ…\n<c6/>\n,<c5:0/><c1e:0/> 花言华是「我原谅你」。\n 舞耶交给淳的东西。\n 似乎饱含了舞耶的万般思绪…\n<c6/>\n,"[""<c5:0/><c1e:0/> 花语为「我原谅你」。\\n 是舞耶交给淳的东西。\\n 仿佛倾注了舞耶的万般思绪…\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 花语为「我原谅你」。\\n 是舞耶交给淳的东西。\\n 仿佛倾注了舞耶的万般思绪…\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0x76e,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> 花言華は「深い後悔」。\n 子供の淳の幻影ガ残したもの。\n 淳も、本当は偽りの記憶に気づいているようだ…\n<c6/>\n,<c5:0/><c1e:0/> 花言华是「深深的后悔」。\n 孩童淳的幻影所留下的东西。\n 淳似乎也察觉到了虚假的记忆…\n<c6/>\n,"[""<c5:0/><c1e:0/> 花语为「深深悔恨」。\\n 孩童淳的幻影所留下的东西。\\n 淳似乎也察觉到，自己的记忆是虚假的…\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 花语为「深深悔恨」。\\n 孩童淳的幻影所留下的东西。\\n 淳似乎也察觉到，自己的记忆是虚假的…\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0x7e6,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> 花言華は「君を忘れず」。\n 子供の淳の幻影ガ残したもの。\n 本当は<c13/>に助けを求めているに違いない…\n<c6/>\n,<c5:0/><c1e:0/> 花言华是「不会忘记你」。\n 孩童淳的幻影所留下的东西。\n 他一定是在向<c13/>求助…\n<c6/>\n,"[""<c5:0/><c1e:0/> 花语为「永不忘君」。\\n 孩童淳的幻影所留下的东西。\\n 他一定是在向<c13/>求助…\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 花语为「永不忘君」。\\n 孩童淳的幻影所留下的东西。\\n 他一定是在向<c13/>求助…\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0x85a,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> 花言華は「希望」。\n 本当はアイテム{8ae}には乗らないけどねぇ〜\n シュビドゥバ!!\n<c6/>\n,<c5:0/><c1e:0/> 花言华是「希望」。\n 其实它不会搭载在物品{8ae}上啦〜\n 舒比杜巴!!\n<c6/>\n,"[""<c5:0/><c1e:0/> 花语为「希望」。\\n 其实它不会收录进道具{8ae}啦〜\\n 咻比嘟吧!!\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 花语为「希望」。\\n 其实它不会收录进道具{8ae}啦〜\\n 咻比嘟吧!!\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0x8bc,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> 花言華は「門出」。\n 赤い〜スイ〜トピ〜♪\n は松田聖子。シュビドゥバ!!\n<c6/>\n,<c5:0/><c1e:0/> 花言华是「启程」。\n 红色〜甜〜豌豆〜♪\n 是松田圣子。舒比杜巴!!\n<c6/>\n,"[""<c5:0/><c1e:0/> 花语为「启程」。\\n 红色〜香〜豌豆〜♪\\n 是松田圣子的歌哦。咻比嘟吧!!\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 花语为「启程」。\\n 红色〜香〜豌豆〜♪\\n 是松田圣子的歌哦。咻比嘟吧!!\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0x918,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> 橿原先生とイデアル先生ガ記した、\n 珠閒瑠市=マイヤ文明発祥説を説くトンデモ本。\n 須藤ガ電波で得た、マイヤの託宣ガ書かれている。\n<c6/><c2/> 空に瞬く昴の星に 止まった刻は動き出す\n 享楽の舞 影達の宴 異国の詠\n<c6/><c2/> 睹罪の迎え火は天を照らし\n 獅子の咆哮はあまねく響く\n<c6/><c2/> 冥府に輝くは五なる髑髏\n 天上に輝くは聖なる十字架\n<c6/><c2/> 天に昇りて星ガ動きを止める時\n マイヤの乙女の鼓動も止まる\n<c6/><c2/> 後に残るは地上の楽園\n そして刻は繰り返す\n<c6/>\n,<c5:0/><c1e:0/> 橿原先生和理想先生所写的、\n 阐述珠闲瑠市=玛雅文明发祥说的荒诞书籍。\n 须藤通过电波获得的、玛雅的预言被书写着。\n<c6/><c2/> 在天空中闪烁的昴星上 停止的时刻开始移动\n 享乐之舞 影子们的宴会 异国的咏唱\n<c6/><c2/> 目睹罪孽的迎火照亮天空\n 狮子的咆哮响彻四方\n<c6/><c2/> 在冥府闪耀的是五颗骷髅\n 在天上闪耀的是神圣的十字架\n<c6/><c2/> 当升上天空星星停止移动时\n 玛雅少女的心跳也停止\n<c6/><c2/> 留下的是地上的乐园\n 然后时刻重复\n<c6/>\n,"[""<c5:0/><c1e:0/> 由橿原老师与理想老师共同撰写、\\n 宣扬珠闲瑠市即为玛雅文明发源地的离谱伪科学书籍。\\n 书中记载着须藤通过电波接收到的玛雅神谕。\\n<c6/><c2/> 当那昴星耀于苍穹，凝滞时光再度流转\\n 享乐之舞，群影之宴，异国之咏叹\\n<c6/><c2/> 赎罪引魂火照亮长天\\n 雄狮的咆哮响彻寰宇\\n<c6/><c2/> 五颗骷髅头，闪耀冥府\\n 神圣十字架，熠于苍天\\n<c6/><c2/> 当升临天际、星辰停转之时\\n 玛雅少女的心跳也将归于沉寂\\n<c6/><c2/> 最终留存的，是地上的乐园\\n 而后，时光将再度轮回\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 由橿原老师与理想老师共同撰写、\\n 宣扬珠闲瑠市即为玛雅文明发源地的离谱伪科学书籍。\\n 书中记载着须藤通过电波接收到的玛雅神谕。\\n<c6/><c2/> 当那昴星耀于苍穹，凝滞时光再度流转\\n 享乐之舞，群影之宴，异国之咏叹\\n<c6/><c2/> 赎罪引魂火照亮长天\\n 雄狮的咆哮响彻寰宇\\n<c6/><c2/> 五颗骷髅头，闪耀冥府\\n 神圣十字架，熠于苍天\\n<c6/><c2/> 当升临天际、星辰停转之时\\n 玛雅少女的心跳也将归于沉寂\\n<c6/><c2/> 最终留存的，是地上的乐园\\n 而后，时光将再度轮回\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0xae4,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> GOLDのスタッフ用セキュリティカード。\n 入れない場所に入れるようになる。\n<c6/>\n,<c5:0/><c1e:0/> GOLD的员工用安全卡。\n 能进入进不去的地方。\n<c6/>\n,"[""<c5:0/><c1e:0/> GOLD的员工门禁卡。\\n 可进入原本无权进入的区域。\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> GOLD的员工门禁卡。\\n 可进入原本无权进入的区域。\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0xb42,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> クラブ・ゾディアックの\n 秘密クラブに入るために必要らしい。\n 額に青い宝石ガ埋め込んであるガ…\n<c6/>\n,<c5:0/><c1e:0/> 进入黄道宫俱乐部的\n 秘密俱乐部所必需的。\n 额头上镶嵌着蓝宝石但…\n<c6/>\n,"[""<c5:0/><c1e:0/> 进入黄道俱乐部\\n 私密内场的必备凭证。\\n 额间镶嵌着一颗蓝宝石…\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 进入黄道俱乐部\\n 私密内场的必备凭证。\\n 额间镶嵌着一颗蓝宝石…\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0xbb4,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> カス校の仮面舞踏会に出席するのに必要な仮面。\n 額に青い宝石のようなものガ埋め込まれているガ…\n<c6/>\n,<c5:0/><c1e:0/> 参加卡死校假面舞会所必需的面具。\n 额头上镶嵌着类似蓝宝石的东西但…\n<c6/>\n,"[""<c5:0/><c1e:0/> 参加渣校假面舞会所必需的面具。\\n 额间镶嵌着一颗类似蓝宝石的饰物…\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 参加渣校假面舞会所必需的面具。\\n 额间镶嵌着一颗类似蓝宝石的饰物…\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0xc24,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> 舞耶ガ持っていたメンソールタバコ。\n どうやら親友のものらしい。\n<c6/>\n,<c5:0/><c1e:0/> 舞耶持有的薄荷香烟。\n 似乎是好友的东西。\n<c6/>\n,"[""<c5:0/><c1e:0/> 舞耶带着的薄荷香烟。\\n 似乎是好友的东西。\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 舞耶带着的薄荷香烟。\\n 似乎是好友的东西。\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0xc76,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> 昴を戴く12の獣\n 革命と破壊の風吹きすさぶ時\n 人 皆笑みをたたえ 黄泉路の坂下らん\n<c6/>\n,<c5:0/><c1e:0/> 戴着昴星的十二兽\n 当革命与破坏之风狂吹时\n 人们皆面带笑容 走向黄泉路的下坡\n<c6/>\n,"[""<c5:0/><c1e:0/> 头戴昴星的十二兽\\n 当革命与破坏的狂风肆虐之时\\n 世人皆将面带笑意，步下黄泉长坡\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 头戴昴星的十二兽\\n 当革命与破坏的狂风肆虐之时\\n 世人皆将面带笑意，步下黄泉长坡\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0xcde,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> 昴を戴く12の獣\n 死と再生の泉湧き出ずる時\n 夢の岬より、エル・ドラドへの道開かれん\n<c6/>\n,<c5:0/><c1e:0/> 戴着昴星的十二兽\n 当死与再生之泉涌出时\n 从梦之岬 通往黄金乡的道路开启\n<c6/>\n,"[""<c5:0/><c1e:0/> 头戴昴星的十二兽\\n 当死与重生之泉喷涌之时\\n 自梦之岬起，通往黄金乡的道路终将开启\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 头戴昴星的十二兽\\n 当死与重生之泉喷涌之时\\n 自梦之岬起，通往黄金乡的道路终将开启\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0xd4,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> <c13/>の宝物。\n かなり古いものらしい。\n<c6/>\n,<c5:0/><c1e:0/> <c13/>的宝物。\n 似乎是相当古老的东西。\n<c6/>\n,"[""<c5:0/><c1e:0/> <c13/>的宝物。\\n 看起来是相当老的物件。\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> <c13/>的宝物。\\n 看起来是相当老的物件。\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0xda4,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> ゆきのガ住職から託された、藤井 俊介の宝物。\n レンズガ割れ、もはや使い物にならないガ、\n もっと大切なものガ写せるという…\n<c6/>\n,<c5:0/><c1e:0/> 雪乃从住持那里托付的、藤井俊介的宝物。\n 镜头碎了、已经不能用了但、\n 说是能拍出更重要的东西…\n<c6/>\n,"[""<c5:0/><c1e:0/> 雪野从住持手中受托保管的、藤井俊介的宝物。\\n 镜头已经碎裂，再也无法正常拍摄、\\n 但据说它能拍下比影像更重要的东西…\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 雪野从住持手中受托保管的、藤井俊介的宝物。\\n 镜头已经碎裂，再也无法正常拍摄、\\n 但据说它能拍下比影像更重要的东西…\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0xe32,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> 本当はアイテム{8ae}には乗らないけどねぇ〜\n シュビドゥバ!!\n<c6/>\n,<c5:0/><c1e:0/> 其实不会出现在道具栏里啦〜\n 舒比杜巴!!\n<c6/>\n,"[""<c5:0/><c1e:0/> 其实它不会收录进道具{8ae}啦〜\\n 咻比嘟吧!!\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 其实它不会收录进道具{8ae}啦〜\\n 咻比嘟吧!!\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0xe7e,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> 10年前の仮面党ごっこで、<c13/>ガつけたもの。\n 不死鳥戦隊フェザーマンの、レッドイーグルのお面。\n 様々な思い出ガ詰まっている…\n<c6/>\n,<c5:0/><c1e:0/> 10年前的假面游戏时、<c13/>戴的东西。\n 不死鸟战队羽毛人的、红色鹰的面具。\n 充满了各种回忆…\n<c6/>\n,"[""<c5:0/><c1e:0/> 10年前玩假面党扮演游戏时、<c13/>戴过的东西。\\n 不死鸟战队翔羽侠里、红鹰的面具。\\n 里面承载着数不清的回忆…\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 10年前玩假面党扮演游戏时、<c13/>戴过的东西。\\n 不死鸟战队翔羽侠里、红鹰的面具。\\n 里面承载着数不清的回忆…\\n<c6/>\\n""]"
local_conflict_review,field:1104,field:1104:0xf0e,frontend/public/games/p2is/groups/field_1104.json,<c5:0/><c1e:0/> 10年前の仮面党ごっこで、栄吉ガつけたもの。\n 不死鳥戦隊フェザーマンの、イエローアウルのお面。\n 様々な思い出ガ詰まっている…\n<c6/>\n,<c5:0/><c1e:0/> 10年前的假面游戏时、荣吉戴的东西。\n 不死鸟战队羽毛人的、黄色猫头鹰的面具。\n 充满了各种回忆…\n<c6/>\n,"[""<c5:0/><c1e:0/> 10年前玩假面党扮演游戏时、荣吉戴过的东西。\\n 不死鸟战队翔羽侠里、黄鸮的面具。\\n 里面承载着数不清的回忆…\\n<c6/>\\n""]","[""<c5:0/><c1e:0/> 10年前玩假面党扮演游戏时、荣吉戴过的东西。\\n 不死鸟战队翔羽侠里、黄鸮的面具。\\n 里面承载着数不清的回忆…\\n<c6/>\\n""]"
